strain	virus	gisaid_epi_isl	date	region	country	division	pangolin_lineage
hCoV-19/USA/GA-CDC-FG-005909/2021	betacoronavirus	EPI_ISL_1458613	2021-03-03	North America	USA	Georgia	A.21
hCoV-19/Panama/GMI-PA683540/2021	betacoronavirus	EPI_ISL_1503013	2021-01-25	Caribbean	Panama	Panama Este	A.2.5
hCoV-19/Canada/MB-NML-17716/2021	betacoronavirus	EPI_ISL_1594113	2021-02-22	North America	Canada	Manitoba	A.23.1
hCoV-19/Portugal/PT2952/2021	betacoronavirus	EPI_ISL_1494714	2021-01-07	Europe	Portugal	NA	A.21
hCoV-19/Panama/GMI-PA683818/2021	betacoronavirus	EPI_ISL_1503014	2021-01-25	Caribbean	Panama	Metropolitana	A.2.5
hCoV-19/CostaRica/INC-0446/2021	betacoronavirus	EPI_ISL_1712414	2021-03-09	Caribbean	Costa Rica	San Jose	A.2.5.1
hCoV-19/CostaRica/INC-0483/2021	betacoronavirus	EPI_ISL_1827514	2021-03-11	Caribbean	Costa Rica	Limon	A.2.5
hCoV-19/CostaRica/HNN-0394/2021	betacoronavirus	EPI_ISL_1527014	2021-02-17	Caribbean	Costa Rica	Heredia	A.2.5.2
hCoV-19/England/CAMC-133C102/2021	betacoronavirus	EPI_ISL_1831515	2021-02-24	Europe	United Kingdom	England	A.27
hCoV-19/Canada/AB-ABPHL-05235/2021	betacoronavirus	EPI_ISL_2164715	2021-01-22	North America	Canada	Alberta	A.23.1
hCoV-19/Coted'Ivoire/COV-BKE2497-bc92/2021	betacoronavirus	EPI_ISL_1663615	2021-03-05	Africa	Cote d'Ivoire	Niakara	A.21
hCoV-19/France/IDF-IPP05260/2021	betacoronavirus	EPI_ISL_1381819	2021-03-08	Europe	France	Ile-de-France	A.27
hCoV-19/Panama/GMI-PA685993/2021	betacoronavirus	EPI_ISL_1503019	2021-01-26	Caribbean	Panama	San Miguelito	A.2.5
hCoV-19/Panama/GMI-PA712609/2021	betacoronavirus	EPI_ISL_1503119	2021-02-28	Caribbean	Panama	Los Santos	A.2.5.2
hCoV-19/Ireland/C-NVRL-ec86IRL56045/2021	betacoronavirus	EPI_ISL_1577419	2021-02-27	Europe	Ireland	Cork	A
hCoV-19/Uganda/UG222/2021	betacoronavirus	EPI_ISL_1469320	2021-01-19	Africa	Uganda	NA	A.23.1
hCoV-19/France/IDF-HMN-21022260440/2021	betacoronavirus	EPI_ISL_1672720	2021-02-09	Europe	France	Ile-de-France	A.21
hCoV-19/Canada/ABPHL-03525/2021	betacoronavirus	EPI_ISL_2163720	2021-01-03	North America	Canada	Alberta	A.23.1
hCoV-19/Canada/AB-ABPHL-05276/2021	betacoronavirus	EPI_ISL_2164720	2021-01-05	North America	Canada	Alberta	A.23.1
hCoV-19/Panama/GMI-PA687696/2021	betacoronavirus	EPI_ISL_1503021	2021-01-27	Caribbean	Panama	San Miguelito	A.2.5
hCoV-19/Uganda/UG223/2021	betacoronavirus	EPI_ISL_1469321	2021-01-19	Africa	Uganda	NA	A.23.1
hCoV-19/Canada/ABPHL-02852/2021	betacoronavirus	EPI_ISL_2163321	2021-01-22	North America	Canada	Alberta	A.23.1
hCoV-19/Canada/ABPHL-07155/2021	betacoronavirus	EPI_ISL_2165921	2021-02-24	North America	Canada	Alberta	A.23.1
hCoV-19/Slovenia/65882_VERO/2021	betacoronavirus	EPI_ISL_1509922	2021-02-05	Europe	Slovenia	NA	A.27
hCoV-19/Panama/GMI-PA670198/2021	betacoronavirus	EPI_ISL_1503122	2021-01-16	Caribbean	Panama	NA	A.2.5
hCoV-19/USA/CA-CDC-FG-007763/2021	betacoronavirus	EPI_ISL_1459823	2021-03-04	North America	USA	California	A.2.5
hCoV-19/Kenya/C86907/2021	betacoronavirus	EPI_ISL_1440223	2021-03-12	Africa	Kenya	Mombasa	A.23.1
hCoV-19/Rwanda/BH74397RD/2021	betacoronavirus	EPI_ISL_1498123	2021-02-13	Africa	Rwanda	NA	A.23.1
hCoV-19/Panama/GMI-PA687954/2021	betacoronavirus	EPI_ISL_1503023	2021-01-28	Caribbean	Panama	San Miguelito	A.2.5.1
hCoV-19/France/IDF-HMN-21022260448/2021	betacoronavirus	EPI_ISL_1672723	2021-02-10	Europe	France	Ile-de-France	A.27
hCoV-19/Canada/AB-ABPHL-08888/2021	betacoronavirus	EPI_ISL_2167123	2021-03-11	North America	Canada	Alberta	A.23.1
hCoV-19/Canada/ABPHL-04311/2021	betacoronavirus	EPI_ISL_2164223	2021-01-05	North America	Canada	Alberta	A.23.1
hCoV-19/Switzerland/BS-UHB-351261/2021	betacoronavirus	EPI_ISL_1388124	2021-01-25	Europe	Switzerland	Basel-Stadt	A.27
hCoV-19/Rwanda/BH72006RD/2021	betacoronavirus	EPI_ISL_1498124	2021-02-13	Africa	Rwanda	NA	A.23.1
hCoV-19/Panama/GMI-PA688428/2021	betacoronavirus	EPI_ISL_1503024	2021-01-28	Caribbean	Panama	San Miguelito	A.2.5
hCoV-19/Panama/GMI-PA672277/2021	betacoronavirus	EPI_ISL_1503124	2021-01-18	Caribbean	Panama	NA	A.2.5
hCoV-19/CostaRica/HNN-0404/2021	betacoronavirus	EPI_ISL_1527024	2021-02-24	Caribbean	Costa Rica	NA	A.2.5.2
hCoV-19/Philippines/PH-PGC-02731/2021	betacoronavirus	EPI_ISL_2155324	2021-01-17	Asia	Philippines	National Capital Region	A
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-13451/2021	betacoronavirus	EPI_ISL_2226924	2021-01-14	Europe	Italy	Campania	A.2.5.2
hCoV-19/Kenya/ICGEB-KEMRI-1_S17_S1_S15_S21/2021	betacoronavirus	EPI_ISL_2348624	2021-01-28	Africa	Kenya	Nairobi	A.23.1
hCoV-19/Panama/GMI-PA688498/2021	betacoronavirus	EPI_ISL_1503025	2021-01-28	Caribbean	Panama	Panama North	A.2.5
hCoV-19/France/OCC-274/2021	betacoronavirus	EPI_ISL_1448425	2021-02-28	Europe	France	Occitanie	A.27
hCoV-19/Panama/GMI-PA673512/2021	betacoronavirus	EPI_ISL_1503125	2021-01-18	Caribbean	Panama	NA	A.2.5.2
hCoV-19/Italy/CAM-AMES_53_62/2021	betacoronavirus	EPI_ISL_1359526	2021-03-10	Europe	Italy	Campania	A.2.5.2
hCoV-19/Canada/ABPHL-02994/2021	betacoronavirus	EPI_ISL_2163426	2021-01-13	North America	Canada	Alberta	A.23.1
hCoV-19/France/GES-HMN-21022250302/2021	betacoronavirus	EPI_ISL_2179026	2021-01-27	Europe	France	Grand Est	A.21
hCoV-19/France/GES-HMN-21032050217/2021	betacoronavirus	EPI_ISL_1696025	2021-02-18	Europe	France	Grand Est	A.28
hCoV-19/Panama/GMI-PA689229/2021	betacoronavirus	EPI_ISL_1503027	2021-01-28	Caribbean	Panama	Panama North	A.2.5
hCoV-19/Panama/GMI-PA675226/2021	betacoronavirus	EPI_ISL_1503127	2021-01-19	Caribbean	Panama	NA	A.2.5
hCoV-19/USA/CA-UCSF-CC032/2021	betacoronavirus	EPI_ISL_1824327	2021-02-10	North America	USA	California	A
hCoV-19/France/GES-HMN-21022250303/2021	betacoronavirus	EPI_ISL_2179027	2021-01-28	Europe	France	Grand Est	A.21
hCoV-19/France/IDF-IPP05434/2021	betacoronavirus	EPI_ISL_1381828	2021-03-05	Europe	France	Ile-de-France	A.27
hCoV-19/Panama/GMI-PA676148/2021	betacoronavirus	EPI_ISL_1503128	2021-01-20	Caribbean	Panama	NA	A.2.5
hCoV-19/Italy/CAM-AMES-61-51/2021	betacoronavirus	EPI_ISL_1557928	2021-03-14	Europe	Italy	Campania	A.2.5.2
hCoV-19/CanaryIslands/CN-IBV-97024898/2021	betacoronavirus	EPI_ISL_1716628	2021-01-18	Europe	Canary Islands	Las Palmas de Gran Canaria	A.28
hCoV-19/France/GES-HMN-21022250304/2021	betacoronavirus	EPI_ISL_2179028	2021-01-29	Europe	France	Grand Est	A.21
hCoV-19/Coted'Ivoire/BKE-1976-bc64/2021	betacoronavirus	EPI_ISL_1365029	2021-02-09	Africa	Cote d'Ivoire	NA	A.21
hCoV-19/USA/OR-OHSU-10398/2021	betacoronavirus	EPI_ISL_1541629	2021-02-05	North America	USA	Oregon	A.2.5
hCoV-19/France/GES-HMN-21022250307/2021	betacoronavirus	EPI_ISL_2179029	2021-01-30	Europe	France	Grand Est	A.21
hCoV-19/Coted'Ivoire/BKE-2034-bc65/2021	betacoronavirus	EPI_ISL_1365030	2021-02-11	Africa	Cote d'Ivoire	Bouake	A.27
hCoV-19/Panama/GMI-PA690131/2021	betacoronavirus	EPI_ISL_1503030	2021-01-30	Caribbean	Panama	Unspecified	A.2.5
hCoV-19/Panama/GMI-PA676434/2021	betacoronavirus	EPI_ISL_1503130	2021-01-20	Caribbean	Panama	NA	A.2.5
hCoV-19/Canada/AB-ABPHL-05508/2021	betacoronavirus	EPI_ISL_2164930	2021-02-15	North America	Canada	Alberta	A.23.1
hCoV-19/BurkinaFaso/7482/2021	betacoronavirus	EPI_ISL_2289130	2021-01-18	Africa	Burkina Faso	Bobo Dioulasso	A
hCoV-19/Panama/GMI-PA677116/2021	betacoronavirus	EPI_ISL_1503131	2021-01-20	Caribbean	Panama	NA	A.2.5
hCoV-19/Panama/GMI-PA692013/2021	betacoronavirus	EPI_ISL_1503031	2021-01-30	Caribbean	Panama	Panama Oeste	A.2.5
hCoV-19/CostaRica/INC-0502/2021	betacoronavirus	EPI_ISL_1827531	2021-03-11	Caribbean	Costa Rica	Limon	A.2.5
hCoV-19/Canada/ABPHL-04326/2021	betacoronavirus	EPI_ISL_2164231	2021-01-06	North America	Canada	Alberta	A.23.1
hCoV-19/Panama/GMI-PA677127/2021	betacoronavirus	EPI_ISL_1503132	2021-01-20	Caribbean	Panama	NA	A.2.5
hCoV-19/Coted'Ivoire/BKE-1979-bc76/2021	betacoronavirus	EPI_ISL_1365032	2021-02-08	Africa	Cote d'Ivoire	Ferkessedougou	A.21
hCoV-19/CostaRica/INC-0504/2021	betacoronavirus	EPI_ISL_1827533	2021-03-12	Caribbean	Costa Rica	Limon	A.2.5
hCoV-19/Panama/GMI-PA692160/2021	betacoronavirus	EPI_ISL_1503033	2021-01-30	Caribbean	Panama	Panama North	A.2.5.2
hCoV-19/Lithuania/LTU000_24836/2021	betacoronavirus	EPI_ISL_1657130	2021-02-02	Europe	Lithuania	Vilnius	A.28
hCoV-19/Jordan/Biolab035/2021	betacoronavirus	EPI_ISL_1970833	2021-01-02	Asia	Jordan	Aqaba	A.28
hCoV-19/France/BRE-HMN-21032090399/2021	betacoronavirus	EPI_ISL_1706833	2021-02-13	Europe	France	Bretagne	A.27
hCoV-19/Coted'Ivoire/BKE-1849-bc87/2021	betacoronavirus	EPI_ISL_1365034	2021-02-01	Africa	Cote d'Ivoire	Bouake	A.19
hCoV-19/Panama/GMI-PA678111/2021	betacoronavirus	EPI_ISL_1503134	2021-01-21	Caribbean	Panama	NA	A.2.5
hCoV-19/Canada/AB-ABPHL-04996/2021	betacoronavirus	EPI_ISL_2164534	2021-02-11	North America	Canada	Alberta	A.23.1
hCoV-19/Canada/AB-ABPHL-05402/2021	betacoronavirus	EPI_ISL_2164834	2021-02-12	North America	Canada	Alberta	A.23.1
hCoV-19/DominicanRepublic/Yale-2278/2021	betacoronavirus	EPI_ISL_1378834	2021-03-11	Caribbean	Dominican Republic	NA	A.2.5
hCoV-19/Panama/GMI-PA685628/2021	betacoronavirus	EPI_ISL_1503034	2021-01-31	Caribbean	Panama	Panama North	A.2.5
hCoV-19/Panama/GMI-PA692593/2021	betacoronavirus	EPI_ISL_1503035	2021-01-31	Caribbean	Panama	Panama North	A.2.5
hCoV-19/Uganda/UG387/2021	betacoronavirus	EPI_ISL_2348635	2021-03-02	Africa	Uganda	NA	A.23.1
hCoV-19/France/BRE-HMN-21032090404/2021	betacoronavirus	EPI_ISL_1706835	2021-02-18	Europe	France	Bretagne	A.27
hCoV-19/Panama/GMI-PA693187/2021	betacoronavirus	EPI_ISL_1503037	2021-02-01	Caribbean	Panama	Panama North	A.2.5
hCoV-19/Panama/GMI-PA678605/2021	betacoronavirus	EPI_ISL_1503137	2021-01-21	Caribbean	Panama	NA	A.2.5
hCoV-19/Canada/ABPHL-07195/2021	betacoronavirus	EPI_ISL_2165937	2021-02-28	North America	Canada	Alberta	A.23.1
hCoV-19/Canada/AB-ABPHL-05406/2021	betacoronavirus	EPI_ISL_2164838	2021-02-13	North America	Canada	Alberta	A.23.1
hCoV-19/USA/FL-CDC-FG-014063/2021	betacoronavirus	EPI_ISL_1481638	2021-03-12	North America	USA	Florida	A.2.5
hCoV-19/Canada/AB-ABPHL-05774/2021	betacoronavirus	EPI_ISL_2165138	2021-02-03	North America	Canada	Alberta	A.23.1
hCoV-19/Australia/NSW1518/2021	betacoronavirus	EPI_ISL_1383239	2021-03-12	Oceania	Australia	New South Wales	A.29
hCoV-19/Panama/GMI-PA693287/2021	betacoronavirus	EPI_ISL_1503039	2021-02-01	Caribbean	Panama	Metropolitana	A.2.5
hCoV-19/Panama/GMI-PA693773/2021	betacoronavirus	EPI_ISL_1503040	2021-02-01	Caribbean	Panama	Panama North	A.2.5
hCoV-19/Panama/GMI-PA679786/2021	betacoronavirus	EPI_ISL_1503140	2021-01-22	Caribbean	Panama	NA	A.2.5
hCoV-19/Canada/ABPHL-02608/2021	betacoronavirus	EPI_ISL_2163140	2021-01-02	North America	Canada	Alberta	A.23.1
hCoV-19/Denmark/DCGC-72469/2021	betacoronavirus	EPI_ISL_1881040	2021-01-04	Europe	Denmark	Midtjylland	A.21
hCoV-19/Tunisia/SP-0154/2021	betacoronavirus	EPI_ISL_2035941	2021-02-07	Africa	Tunisia	Tunis	A.27
hCoV-19/Canada/AB-ABPHL-05677/2021	betacoronavirus	EPI_ISL_2165041	2021-02-19	North America	Canada	Alberta	A.23.1
hCoV-19/Switzerland/SG-UHB-725261100/2021	betacoronavirus	EPI_ISL_2484541	2021-01-25	Europe	Switzerland	St Gall	A.27
hCoV-19/Sweden/6655893870/2021	betacoronavirus	EPI_ISL_1618442	2021-02-15	Europe	Sweden	Stockholm	A.23.1
hCoV-19/Slovakia/srUVZ_PL4_C9/2021	betacoronavirus	EPI_ISL_1524142	2021-03-06	Europe	Slovakia	Spisska Nova Ves	A
hCoV-19/Panama/GMI-PA693809/2021	betacoronavirus	EPI_ISL_1503042	2021-02-01	Caribbean	Panama	Cocle	A.2.5
hCoV-19/France/GES-HMN-21032050228/2021	betacoronavirus	EPI_ISL_1696042	2021-03-01	Europe	France	Grand Est	A.28
hCoV-19/USA/OR-TRACE-BENT-011821-695/2021	betacoronavirus	EPI_ISL_2301442	2021-01-18	North America	USA	Oregon	A.27
hCoV-19/Canada/ABPHL-04577/2021	betacoronavirus	EPI_ISL_2164342	2021-01-15	North America	Canada	Alberta	A.23.1
hCoV-19/USA/FL-CDC-FG-009906/2021	betacoronavirus	EPI_ISL_1458443	2021-03-14	North America	USA	Florida	A.2.5
hCoV-19/USA/CA-CDC-FG-007179/2021	betacoronavirus	EPI_ISL_1459643	2021-03-14	North America	USA	California	A.2.5
hCoV-19/Togo/C5627/2021	betacoronavirus	EPI_ISL_1575444	2021-01-18	Africa	Togo	Lome	A.27
hCoV-19/Canada/ABPHL-09055/2021	betacoronavirus	EPI_ISL_2167244	2021-01-30	North America	Canada	Alberta	A.23.1
hCoV-19/Panama/GMI-PA694051/2021	betacoronavirus	EPI_ISL_1503044	2021-02-02	Caribbean	Panama	Panama Oeste	A.2.5.2
hCoV-19/India/MH-ILSGS01517/2021	betacoronavirus	EPI_ISL_2342745	2021-03-05	Asia	India	Maharashtra	A
hCoV-19/Qatar/QA-QU_18-4-E12/2021	betacoronavirus	EPI_ISL_1713645	2021-02-19	Asia	Qatar	Doha	A.23.1
hCoV-19/France/IDF-HMN-21032030238/2021	betacoronavirus	EPI_ISL_1672745	2021-03-02	Europe	France	Ile-de-France	A.27
hCoV-19/USA/CA-COLOR-UCSF-CC126/2021	betacoronavirus	EPI_ISL_1824845	2021-02-12	North America	USA	California	A
hCoV-19/Canada/ABPHL-03159/2021	betacoronavirus	EPI_ISL_2163545	2021-01-12	North America	Canada	Alberta	A.23.1
hCoV-19/USA/OR-OHSU-10421/2021	betacoronavirus	EPI_ISL_1541646	2021-02-08	North America	USA	Oregon	A.2.5
hCoV-19/Panama/GMI-PA694443/2021	betacoronavirus	EPI_ISL_1503046	2021-02-02	Caribbean	Panama	Metropolitana	A.2.5
hCoV-19/Slovakia/srUVZ_PL4_G9/2021	betacoronavirus	EPI_ISL_1524146	2021-03-03	Europe	Slovakia	Spisska Nova Ves	A
hCoV-19/France/IDF-HMN-21042070144/2021	betacoronavirus	EPI_ISL_1755646	2021-03-03	Europe	France	Ile-de-France	A.21
hCoV-19/Canada/AB-ABPHL-05682/2021	betacoronavirus	EPI_ISL_2165046	2021-02-19	North America	Canada	Alberta	A.23.1
hCoV-19/Canada/ABPHL-06364/2021	betacoronavirus	EPI_ISL_2165446	2021-02-19	North America	Canada	Alberta	A.23.1
hCoV-19/Canada/ABPHL-03161/2021	betacoronavirus	EPI_ISL_2163546	2021-01-11	North America	Canada	Alberta	A.23.1
hCoV-19/France/IDF-HMN-21022250340/2021	betacoronavirus	EPI_ISL_1672547	2021-02-25	Europe	France	Ile-de-France	A.27
hCoV-19/Sweden/9800792195/2021	betacoronavirus	EPI_ISL_1619700	2021-02-15	Europe	Sweden	Vasterbotten	A.23.1
hCoV-19/Panama/GMI-PA694905/2021	betacoronavirus	EPI_ISL_1503047	2021-02-02	Caribbean	Panama	San Miguelito	A.2.5
hCoV-19/France/IDF-HMN-21032030246/2021	betacoronavirus	EPI_ISL_1672747	2021-03-02	Europe	France	Ile-de-France	A.27
hCoV-19/BurkinaFaso/60/2021	betacoronavirus	EPI_ISL_2179047	2021-01-10	Africa	Burkina Faso	Bobo Dioulasso	A.21
hCoV-19/France/IDF-HMN-21032030250/2021	betacoronavirus	EPI_ISL_1672748	2021-03-02	Europe	France	Ile-de-France	A.27
hCoV-19/USA/NY-Wadsworth-21028672-01/2021	betacoronavirus	EPI_ISL_1397648	2021-02-26	North America	USA	New York	A
hCoV-19/BurkinaFaso/61/2021	betacoronavirus	EPI_ISL_2179048	2021-01-10	Africa	Burkina Faso	Bobo Dioulasso	A.21
hCoV-19/Botswana/R16B57_BHP_CV1602742/2021	betacoronavirus	EPI_ISL_2372348	2021-01-11	Africa	Botswana	Francistown	A
hCoV-19/France/IDF-HMN-21032030256/2021	betacoronavirus	EPI_ISL_1672749	2021-02-26	Europe	France	Ile-de-France	A.27
hCoV-19/BurkinaFaso/73/2021	betacoronavirus	EPI_ISL_2179049	2021-01-11	Africa	Burkina Faso	Bobo Dioulasso	A.21
hCoV-19/Netherlands/GE-RIVM-18888/2021	betacoronavirus	EPI_ISL_1370923	2021-03-01	Europe	Netherlands	Gelderland	A
hCoV-19/Togo/C5903/2021	betacoronavirus	EPI_ISL_1508849	2021-01-25	Africa	Togo	Lome	A.27
hCoV-19/USA/FL-CDC-ASC210001770/2021	betacoronavirus	EPI_ISL_1445750	2021-03-02	North America	USA	Florida	A.2.5
hCoV-19/Croatia/1494/2021	betacoronavirus	EPI_ISL_1904550	2021-03-08	Europe	Croatia	Sibenik-Knin County	A
hCoV-19/Canada/AB-ABPHL-05528/2021	betacoronavirus	EPI_ISL_2164950	2021-02-19	North America	Canada	Alberta	A.23.1
hCoV-19/Canada/MB-NML-21592/2021	betacoronavirus	EPI_ISL_1594051	2021-03-11	North America	Canada	Manitoba	A.23.1
hCoV-19/Canada/Qc-CHUM-2101001622A/2021	betacoronavirus	EPI_ISL_2293752	2021-01-10	North America	Canada	Quebec	A.2.5.2
hCoV-19/USA/CA-CDC-FG-007495/2021	betacoronavirus	EPI_ISL_1459652	2021-03-03	North America	USA	California	A.2.5
hCoV-19/Panama/GMI-PA695632/2021	betacoronavirus	EPI_ISL_1503052	2021-02-03	Caribbean	Panama	San Miguelito	A.2.5
hCoV-19/Panama/GMI-PA695698/2021	betacoronavirus	EPI_ISL_1503053	2021-02-03	Caribbean	Panama	Metropolitana	A.2.5
hCoV-19/France/IDF-IPP04363/2021	betacoronavirus	EPI_ISL_2178453	2021-02-18	Europe	France	Ile-de-France	A.27
hCoV-19/Italy/CAM-AMES-61-53/2021	betacoronavirus	EPI_ISL_1557953	2021-03-14	Europe	Italy	Campania	A.2.5.2
hCoV-19/Canada/ABPHL-03022/2021	betacoronavirus	EPI_ISL_2163453	2021-01-11	North America	Canada	Alberta	A.23.1
hCoV-19/Canada/ABPHL-02899/2021	betacoronavirus	EPI_ISL_2163353	2021-01-18	North America	Canada	Alberta	A.23.1
hCoV-19/USA/NY-Wadsworth-21030352-01/2021	betacoronavirus	EPI_ISL_1398053	2021-03-04	North America	USA	New York	A.2.5
hCoV-19/Canada/Qc-CHUM-2101001832A/2021	betacoronavirus	EPI_ISL_2293754	2021-01-10	North America	Canada	Quebec	A.2.5.2
hCoV-19/Belgium/UGent-3338/2021	betacoronavirus	EPI_ISL_1373054	2021-03-03	Europe	Belgium	Ghent	A.29
hCoV-19/Canada/AB-ABPHL-06134/2021	betacoronavirus	EPI_ISL_2165354	2021-02-06	North America	Canada	Alberta	A.23.1
hCoV-19/France/PDL-IPP04365/2021	betacoronavirus	EPI_ISL_2178455	2021-02-22	Europe	France	Pays de la Loire	A.27
hCoV-19/Canada/ABPHL-03176/2021	betacoronavirus	EPI_ISL_2163555	2021-01-24	North America	Canada	Alberta	A.23.1
hCoV-19/Switzerland/SG-UHB-4180991001/2021	betacoronavirus	EPI_ISL_2484555	2021-01-26	Europe	Switzerland	St Gall	A.27
hCoV-19/Panama/GMI-PA696305/2021	betacoronavirus	EPI_ISL_1503056	2021-02-04	Caribbean	Panama	Panama Este	A.2.5
hCoV-19/DRC/6769/2021	betacoronavirus	EPI_ISL_1623756	2021-02-19	Africa	Democratic Republic of the Congo	Nord-Kivu	A.23.1
hCoV-19/Coted'Ivoire/BKE1561-bc5/2021	betacoronavirus	EPI_ISL_1663656	2021-01-12	Africa	Cote d'Ivoire	Niakara	A.19
hCoV-19/Philippines/PH-PGC-02449/2021	betacoronavirus	EPI_ISL_2155756	2021-01-15	Asia	Philippines	National Capital Region	A.21
hCoV-19/Canada/ABPHL-07630/2021	betacoronavirus	EPI_ISL_2166156	2021-03-01	North America	Canada	Alberta	A.23.1
hCoV-19/USA/ME-HETL-J2014/2021	betacoronavirus	EPI_ISL_1372757	2021-03-01	North America	USA	Maine	A.23.1
hCoV-19/USA/CA-CDC-FG-007664/2021	betacoronavirus	EPI_ISL_1459757	2021-03-03	North America	USA	California	A.2.5
hCoV-19/Colombia/MET-INS-VG-1531/2021	betacoronavirus	EPI_ISL_1494957	2021-03-08	South America	Colombia	Meta	A.2.5
hCoV-19/Panama/GMI-PA641589/2021	betacoronavirus	EPI_ISL_1502957	2021-01-05	Caribbean	Panama	Panama Oeste	A.2.5.2
hCoV-19/Panama/GMI-PA696991/2021	betacoronavirus	EPI_ISL_1503057	2021-02-05	Caribbean	Panama	Metropolitana	A.2.5
hCoV-19/Sweden/7858314995/2021	betacoronavirus	EPI_ISL_1619757	2021-02-16	Europe	Sweden	Vasterbotten	A.23.1
hCoV-19/USA/VA-DCLS-4092/2021	betacoronavirus	EPI_ISL_1632557	2021-03-10	North America	USA	Virginia	A.2.5
hCoV-19/DRC/7174/2021	betacoronavirus	EPI_ISL_1623757	2021-01-16	Africa	Democratic Republic of the Congo	Nord-Kivu	A.23.1
hCoV-19/Canada/AB-ABPHL-05425/2021	betacoronavirus	EPI_ISL_2164857	2021-02-12	North America	Canada	Alberta	A.23.1
hCoV-19/BurkinaFaso/157/2021	betacoronavirus	EPI_ISL_2227200	2021-02-01	Africa	Burkina Faso	Bobo Dioulasso	A.27
hCoV-19/France/PDL-IPP04368/2021	betacoronavirus	EPI_ISL_2178458	2021-02-19	Europe	France	Pays de la Loire	A.27
hCoV-19/Canada/AB-ABPHL-05427/2021	betacoronavirus	EPI_ISL_2164858	2021-02-15	North America	Canada	Alberta	A.23.1
hCoV-19/DRC/9523/2021	betacoronavirus	EPI_ISL_1623758	2021-02-27	Africa	Democratic Republic of the Congo	Nord-Kivu	A.23.1
hCoV-19/Canada/ABPHL-07632/2021	betacoronavirus	EPI_ISL_2166158	2021-03-01	North America	Canada	Alberta	A.23.1
hCoV-19/France/PDL-IPP04369/2021	betacoronavirus	EPI_ISL_2178459	2021-02-18	Europe	France	Pays de la Loire	A.27
hCoV-19/Philippines/PH-PGC-02393/2021	betacoronavirus	EPI_ISL_2155059	2021-01-14	Asia	Philippines	National Capital Region	A.23.1
hCoV-19/Uganda/MAKCHScov11/2021	betacoronavirus	EPI_ISL_1652059	2021-01-25	Africa	Uganda	Central	A.23.1
hCoV-19/Togo/C6588/2021	betacoronavirus	EPI_ISL_1508959	2021-02-05	Africa	Togo	Lome	A.27
hCoV-19/Panama/GMI-PA697175/2021	betacoronavirus	EPI_ISL_1503059	2021-02-05	Caribbean	Panama	San Miguelito	A.2.5
hCoV-19/Niger/19902/2021	betacoronavirus	EPI_ISL_2281759	2021-02-17	Africa	Niger	Niamey	A.27
hCoV-19/Niger/CE729/2021	betacoronavirus	EPI_ISL_2281760	2021-02-05	Africa	Niger	Niamey	A.27
hCoV-19/Panama/GMI-PA642261/2021	betacoronavirus	EPI_ISL_1502960	2021-01-05	Caribbean	Panama	Metropolitana	A.2.5
hCoV-19/Germany/BE-ChVir-LB-210128-8338/2021	betacoronavirus	EPI_ISL_1840660	2021-01-24	Europe	Germany	Berlin	A.27
hCoV-19/France/IDF-HMN-21032080095/2021	betacoronavirus	EPI_ISL_1706661	2021-02-28	Europe	France	Ile-de-France	A.27
hCoV-19/Qatar/QA-QU_18-4-H12/2021	betacoronavirus	EPI_ISL_1713661	2021-02-19	Asia	Qatar	Doha	A.28
hCoV-19/Austria/CeMM5979/2021	betacoronavirus	EPI_ISL_1495761	2021-03-03	Europe	Austria	Carinthia	A.27
hCoV-19/France/IDF-HMN-21022260399/2021	betacoronavirus	EPI_ISL_1672661	2021-02-24	Europe	France	Ile-de-France	A.27
hCoV-19/France/PDL-IPP04371/2021	betacoronavirus	EPI_ISL_2178461	2021-02-18	Europe	France	Pays de la Loire	A.27
hCoV-19/Panama/GMI-PA697335/2021	betacoronavirus	EPI_ISL_1503061	2021-02-05	Caribbean	Panama	Colon	A.2.5
hCoV-19/France/PDL-IPP04372/2021	betacoronavirus	EPI_ISL_2178462	2021-02-18	Europe	France	Pays de la Loire	A.27
hCoV-19/Canada/ABPHL-04074/2021	betacoronavirus	EPI_ISL_2164062	2021-02-10	North America	Canada	Alberta	A.23.1
hCoV-19/Germany/RP-IMB16024/2021	betacoronavirus	EPI_ISL_1364962	2021-02-25	Europe	Germany	Rhineland-Palatinate	A.27
hCoV-19/Togo/C7079/2021	betacoronavirus	EPI_ISL_1508949	2021-02-17	Africa	Togo	Lome	A.27
hCoV-19/Canada/Qc-CHUM-2101900213A/2021	betacoronavirus	EPI_ISL_2293762	2021-01-19	North America	Canada	Quebec	A.2.5.2
hCoV-19/Panama/GMI-PA642865/2021	betacoronavirus	EPI_ISL_1502962	2021-01-05	Caribbean	Panama	Metropolitana	A.2.5
hCoV-19/DRC/GOMACOV079/2021	betacoronavirus	EPI_ISL_1785562	2021-02-22	Africa	Democratic Republic of the Congo	Nord-Kivu	A.23.1
hCoV-19/Uganda/MAKCHScov22/2021	betacoronavirus	EPI_ISL_1655962	2021-01-19	Africa	Uganda	Central	A.23.1
hCoV-19/DRC/GOMACOV6788/2021	betacoronavirus	EPI_ISL_1785563	2021-02-20	Africa	Democratic Republic of the Congo	Nord-Kivu	A.23.1
